S,Year Makes: 134 Models: 902,Nickname,Ordinal,Year,Makes: 134,Models: 902,Special Access,DLC Pack,Special Reward/Gift,Direct Access,Car Value,Rarity,FE Boost,Car Type,Spec,Class,PI,S,H,A,L,B,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire,R Tire,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FH5 Debut,Forza Debut,Latest game,New to Forza,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2003 Subaru #77 Cusco Subaru Advan Impreza,,,2003,Subaru,#77 Cusco Subaru Advan Impreza,,,,,,,,SGT300,Race,R3,737,,,,,,,335,291,2535,7.57,,,,,4,F,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,3.764,,,175.3,,,,,,11191,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1999 Subaru Impreza 2.5RS Coupe,,,1999,Subaru,Impreza 2.5RS Coupe,,,,,,,,,Factory,D4,,,,,,,,,,,#DIV/0!,,,,,,F,AWD,,,,,,,,Asia,Japan,,,2,L,4,,,,,,,,,,,.000,11192,,03-May-05,FM1,FM1,,,,,,,,,,,,FM1,1,360,0
FALSE,1998 Subaru Impreza 22B STi Forza Edition,,,1998,Subaru,Impreza 22B STi Forza Edition,,,,,,,,Showroom Rally,Upgraded,B,522,5.9,5.1,7.2,,5.0,,291,280,2764,9.50,58,,T,Flat,4,F,AWD,,,,,,,eng,Asia,Japan,,,2,R,4,,,4.700,13.500,,155.4,124.9,315.5,1.16,1.14,8.800,12834,,29-Sep-17,FM7,FM7,,,FE,,,,,,,,,,1,XBO,0
FALSE,1998 Subaru Impreza 22B STI Horizon Edition,,,1998,Subaru,Impreza 22B STI Horizon Edition,,,,,,,,Retro Rally,Upgraded,A,760,5.8,7.5,7.1,8.1,8.2,,276,265,2800,10.14,58,2212,T,Flat,4,F,AWD,,A,,,,,eng,Asia,Japan,Impreza,,2,R,4,,"HH, EvI, TC",,,,,,,,,.000,12618,,23-Sep-16,FH3,FH3,,,,HE,,,,,,,,,1,XBO,0
FALSE,1998 SUBARU Impreza 22B-STi Version,Subaru 22B,363,1998,SUBARU,Impreza 22B-STi Version,"WS, Seasonal",,,,"110,000",Legendary,,Retro Rally,Factory,B,640,5.6,5.5,5.0,3.2,3.6,5.3,276,265,2800,10.14,58,2212,T,Flat,4,F,AWD,235/40R17,235/40R17,Both,Rally lights,"415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,2,R,4,,"AWW, ?WW",4.700,13.517,13.500,152.9,133.8,344.1,0.93,0.94,8.817,11193,05-Nov-21,03-May-05,FH5,FM1,FH5,Barn,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,12,XBO,1
FALSE,1998 Subaru Tommy Kaira Impreza M20b,,,1998,Subaru,Tommy Kaira Impreza M20b,,,,,,,,,Tuner,B,642,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,Asia,Japan,,,2,R,4,,,,,,,,,,,,11196,,03-May-05,FM2,FM1,,,,,,,,,,,FM2,FM1,2,360,0
FALSE,1996 SUBARU SVX,Subaru SVX,2217,1996,SUBARU,SVX,Seasonal,Series 38 cu,,,"250,000",Common,,Retro Sports Cars,Factory,C,574,5.8,5.0,3.5,2.4,3.2,5.6,230,228,3580,15.57,59,3318,NA,Flat,6,F,AWD,225/50R16,225/50R16,Both,Forza,"278, 415, 493(34k), 805","TT, PDS",stock,Asia,Japan,,,2,L,4,,RPC,7.300,18.200,13.500,156.6,137.1,357.5,0.88,0.89,10.900,12434,31-Oct-24,28-Jan-16,FH5,FM6,cu,,FM7,FH3,DLC,,,,,,,,4,XBO,1
FALSE,1990 SUBARU Legacy RS,Subaru Legacy RS,1382,1990,SUBARU,Legacy RS,Seasonal,Series 11 cu,,,"250,000",Common,,Retro Rally,Factory,C,514,5.3,4.7,3.8,2.4,2.8,5.3,217,199,2990,13.78,57,1994,T,Flat,4,F,AWD,205/60R15,205/60R15,Both,Rally lights,"278, 415, 330, 493(34k)",none,eng,Asia,Japan,,,4,R,4,,"RPC, HOM",6.700,20.018,13.500,145.2,150.7,382.5,0.84,0.85,13.318,11895,01-Sep-22,01-May-12,FH5,FM4,cu,FH4,FM7,FH3,FM6,DLC,,,DLC,,,,7,XBO,1
FALSE,1980 SUBARU BRAT GL,Subaru BRAT,2140,1980,SUBARU,BRAT GL,Seasonal,Series 18 cu,,,"250,000",Common,,Vans & Utility,Factory,D,273,3.6,4.1,2.3,2.1,1.9,6.5,69,84,2061,29.87,63,1595,NA,Flat,4,F,AWD,165/80R13,165/80R13,Both,Rally bumper,"278, 305, 330, 493(34k)","T, CS",stock,Asia,Japan,,,2,L,4,,RPC,14.800,71.088,18.617,100.3,181.3,453.9,0.76,0.76,56.288,12202,16-Mar-23,06-Jan-15,FH5,FH2,cu,,FM7,FH3,FM6,DLC,,,,,,,5,XBO,1
FALSE,1980 Subaru BRAT GL Forza Edition,Subaru BRAT FE,,1980,Subaru,BRAT GL Forza Edition,,,,,,,,Sport Compact Icons,Upgraded,C,500,5.4,4.7,7.0,,4.7,,175,185,1830,10.46,58,,NA,Flat,4,F,AWD,,225,,,,,stock,Asia,Japan,,,2,L,4,,,14.800,71.000,,145.5,116.3,293.2,1.14,1.01,56.200,12835,,29-Sep-17,FM7,FM7,,,FE,,,,,,,,,,1,XBO,0
FALSE,1980 Subaru BRAT GL Horizon Edition,,,1980,Subaru,BRAT GL Horizon Edition,,,,,,,,Vans & Utility,Upgraded,C,522,3.5,6.8,4.3,4.6,5.5,,69,84,2061,29.87,63,1595,NA,Flat,4,F,AWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,,,,,,,,,.000,12616,,23-Sep-16,FH3,FH3,,,,HE,,,,,,,,,1,XBO,0
FALSE,1968 Subaru 360,,,1968,Subaru,360,,,,,,,,Major Micros,Factory,E,100,3.0,3.7,3.0,,3.6,,25,25,1143,45.72,41,,NA,Flat,2,R,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,48.000,999.999,23.083,72.0,131,na,0.96,0.90,951.999,12866,,16-Jan-18,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1967 Sunbeam Tiger,Sunbeam Tiger,,1967,Sunbeam,Tiger,DLC free,,,,"65,000",Rare,,Classic Sports Cars,Factory,D,500,5.8,4.5,5.6,7.1,4.5,,200,282,2560,12.80,51,4737,NA,V,8,F,RWD,,175,no,Forza,"510, 526, 602, 700","T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,"SS, RPC",6.720,16.716,,134.9,194.7,496.9,0.71,0.71,9.996,12435,,28-Jan-16,FH4,FM6,,cu*,,cu,DLC,,,,,,,,3,XBO,0
FALSE,2011 Suzuki #1 Monster Sport SX4 Hill Climb Special,,,2011,Suzuki,#1 Monster Sport SX4 Hill Climb Special,,,,,,,,Super,Race,R1,878,,,,,,,897,654,2520,2.81,,,,,6,M,AWD,,,,,,,,Asia,Japan,,,2,C,4,,,2.500,,,157.6,,,,,,11843,,06-Dec-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Suzuki SX4 Sportback,,,2011,Suzuki,SX4 Sportback,,,,,,,,Hatch,Factory,E,209,,,,,,,150,140,2734,18.23,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,5,L,4,,,9.600,,,122.2,,,,,,11817,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2002 Suzuki Liana GLX,,,2002,Suzuki,Liana GLX,,,,,,,,Economy,Factory,F,136,,,,,,,104,106,2557,24.59,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,4,R,4,,,12.300,,,109.7,,,,,,11816,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,1979 Talbot Sunbeam Lotus,Talbot Sunbeam,,1979,Talbot,Sunbeam Lotus,DLC free,,,,"25,000",Common,,Classic Rally,Factory,D,469,5.3,4.6,5.4,6.9,4.7,,148,150,2116,14.30,57,2172,NA,Inline,4,F,RWD,,185,no,Wideboy/Rally lights,"321, 212, 300","T, PDS",stock,Europe,U.K.,,,3,R,4,,"BRG, RPC",7.417,20.417,,121.1,194.8,476.5,0.76,0.75,13.000,12635,,01-Nov-16,FH4,FH3,,cu*,,DLC,,,,,,,,,2,XBO,0
FALSE,2017 TAMO Racemo,TAMO Racemo,,2017,TAMO,Racemo,,,,,"600,000",Legendary,,Modern Sports Cars,Factory,C,577,5.9,5.7,6.1,7.8,5.6,,188,155,2293,12.20,45,1199,T,Inline,3,M,RWD,,235,Both,Forza,300,none,eng,Asia,India,,,2,R,4,,,6.116,16.716,14.100,128.8,160.9,386.4,0.89,0.93,10.600,12673,,07-Mar-17,FH4,FH3,,FH4,FM7,cu,,,,,,,,,3,XBO,0
FALSE,2014 Terradyne Gurkha LAPV,Terradyne Gurkha,,2014,Terradyne,Gurkha LAPV,,,,,"450,000",Legendary,,Offroad,Factory,D,223,5.0,5.1,3.5,4.1,5.3,,300,657,16499,55.00,43,6656,T,V,8,F,AWD,,335,no,none,"700V, 850",none,no,N. America,Canada,,,5,L,4,,"DvG, OR, HH",19.100,102.540,,100.6,201.4,457.2,0.81,0.76,83.440,12245,,15-Jun-15,FH4,FH2,,FH4,,cu,DLC,DLC,,,,,,,4,XBO,0
FALSE,2015 Tesla Model S P85D,Tesla Model S,,2015,Tesla,Model S P85D,,,,,,,,Executive Heavyweights,Factory,,,5.0,4.5,8.5,,4.4,,691,687,4830,6.99,51,E,NA,E,E,M,AWD,,25,,,,,stock,N. America,U.S.,,,4LB,L,4,,,3.100,8.481,,162.9,123.0,316.8,1.05,1.04,5.381,12390,,15-Sep-15,FM6,FM6,,,,,FM6,,,,,,,,1,XBO,0
FALSE,2015 Tesla Model S P90D with Ludicrous Mode,Tesla Model S,,2015,Tesla,Model S P90D with Ludicrous Mode,,,,,,,,Super Saloons,Factory,A,794,5.9,6.9,8.3,9.2,7.6,,532,713,4842,9.10,48,E,E,E,E,M,AWD,,A,,,,,E,N. America,U.S.,,,4LB,L,4,,Heavy,2.800,7.116,,164.5,137.8,352.0,0.92,0.94,4.316,12620,,23-Sep-16,FH3,FH3,,,,FH3,,,,,,,,,1,XBO,0
FALSE,2014 Tesla Model S,,,2014,Tesla,Model S,DLC store,,,,,,,Super Saloons,Factory,A,746,5.3,6.6,7.8,7.9,7.7,,416,443,4749,11.42,,E,E,E,E,R,RWD,,,,,,,E,N. America,U.S.,,,4LB,L,4,,,4.000,9.500,,145.8,167.1,376.4,0.89,0.91,5.500,12178,,30-Sep-14,FH2,FH2,,,,,,DLC,,,,,,,1,XBO,0
FALSE,2011 Tesla Roadster Sport,,,2011,Tesla,Roadster Sport,,,,,,,,Roadster,Factory,A,505,,,,,,,288,295,2723,9.45,,,,,E,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,4.000,,,143.5,,,,,,11729,,13-Oct-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2018 Top Gear Track-Tor,TG Track-tor,,2018,Top Gear,Track-Tor,Exclusive,,,,"250,000",Legendary,,Extreme Offroad,Tuner,C,577,5.2,6.9,6.8,8.4,5.9,,500,430,5500,11.00,50,5735,NA,V,8,F,RWD,,495,no,none,850,"TT, PDS",stock,Europe,U.K.,,~,2,C,4,,HH,6.618,19.427,,116.1,181.7,432.8,0.91,0.90,12.809,13103,,01-Jul-19,FH4,FH4,,cu,,,,,,,,,,,1,XBO,0
FALSE,2023 Toyota Camry TRD,Toyota Camry '23,3848,2023,Toyota,Camry TRD,"Backstage, Seasonal",Series 37 cu,,,"250,000",Epic,,Super Saloons,Factory,B,643,6.3,4.8,4.4,4.2,3.6,5.3,301,267,3575,11.88,60,3456,NA,V,6,F,FWD,235/40R19,235/40R19,Both,WB Battle Aero,"640, 805, 800, 850","TT, PDS",stock,Asia,Japan,,,4,L,4,,,5.615,13.916,18.617,171.2,137.8,352.4,0.91,0.91,8.301,,22-Aug-24,22-Aug-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 Toyota GR86,Toyota GR86 '22,3761,2022,Toyota,GR86,"Backstage, Seasonal",Series 23 cu,,,"250,000",Epic,,Modern Sports Cars,Factory,B,676,5.5,5.4,5.1,4.8,4.3,5.3,228,184,2811,12.33,53,2387,NA,Flat,4,F,RWD,215/45R17,215/45R17,Both,"Bodykit, Street","321, 278, 415, 330, 493(34K), 805, 562","T, CS",stock,Asia,Japan,,,2,L,4,,,5.400,13.783,,149.0,139.2,337.9,0.96,1.01,8.383,13378,03-Aug-23,03-Aug-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2021 Toyota GR Yaris,Toyota GR Yaris,3629,2021,Toyota,GR Yaris,"Backstage, Seasonal",Series 35 cu,,,"250,000",Epic,,Modern Rally,Factory,B,672,5.2,5.1,6.3,5.0,4.9,5.6,257,265,2888,11.24,59,1618,T,Inline,3,F,AWD,225/40R18,225/40R18,Both,"WB, RB and Varis","327, 300, 805, 360",none,eng,Asia,Japan,,,3,R,4,,,4.640,11.620,,145.9,124.8,299.8,0.93,0.98,6.980,,04-Jul-24,04-Jul-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2020 Toyota GR Supra,Toyota Supra '20,3402,2020,Toyota,GR Supra,Autoshow,,Starter Choice,,"55,000",Rare,,Modern Sports Cars,Factory,A,731,6.2,6.1,5.5,5.8,4.6,4.8,335,365,3397,10.14,51,2998,T,Inline,6,F,RWD,255/35R19,275/35R19,Both,"Widebody, Sport","415, 300, 500, 805, 850, 627",none,eng,Asia,Japan,,,2,L,4,,,3.800,9.500,13.500,168.4,131.6,323.8,0.99,1.04,5.700,13256,05-Nov-21,05-Nov-21,FH5,FH5,FH5,,,,,,,,,,,,1,XBO,1
FALSE,2020 Toyota Tundra TRD Pro,Toyota Tundra,3419,2020,Toyota,Tundra TRD Pro,DLC Autoshow,FH5 Car Pass,Free w/DLC,,"60,000",Rare,,Pickups & 4x4s,Factory,C,562,5.4,3.6,4.0,3.1,3.2,9.0,381,401,5640,14.80,58,5663,NA,V,8,F,AWD,275/70R18,275/70R18,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,4,L,4,,,6.365,18.104,,144.3,147.7,366.1,0.82,0.81,11.739,13280,10-Mar-22,10-Mar-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2019 Toyota 4Runner TRD Pro,Toyota 4Runner,3373,2019,Toyota,4Runner TRD Pro,"Backstage, Seasonal",Series 5 cu,,,"250,000",Rare,,Pickups & 4x4s,Factory,C,531,5.1,3.7,3.3,2.3,3.2,8.9,270,278,4750,17.59,54,3956,NA,V,6,F,AWD,265/70R17,265/70R17,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,5,L,4,,,7.615,21.030,,139.2,147.3,369.4,0.82,0.81,13.415,13279,10-Mar-22,10-Mar-22,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2019 Toyota Tacoma TRD Pro,Toyota Tacoma,3374,2019,Toyota,Tacoma TRD Pro,DLC Autoshow,FH5 Car Pass,Free w/DLC,,"50,000",Rare,,Pickups & 4x4s,Factory,C,518,4.9,3.6,3.2,2.5,3.1,8.8,278,265,4425,15.92,58,3456,NA,V,6,F,AWD,265/70R16,265/70R16,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,4,L,4,,,7.700,23.500,,133.4,147.9,377.8,0.84,0.83,15.800,13292,12-May-22,12-May-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2017 Toyota #18 Joe Gibbs Racing M&M’s Camry,#18 Toyota M&Ms,,2017,Toyota,#18 Joe Gibbs Racing M&M’s Camry,,,,,,,,NASCAR,Race,R,833,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,315,,,825,none,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,11.250,205.0,121.0,276.0,1.40,1.61,3.500,12836,,29-Sep-17,FM7,FM7,,,FM7,,,,,,,,,,1,XBO,0
FALSE,2017 Toyota #18 Joe Gibbs Racing Skittles Camry,#18 Toyota Camry,,2017,Toyota,#18 Joe Gibbs Racing Skittles Camry,,,,,,,,NASCAR,Livery,R,833,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,315,,,825,none,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,11.250,205.0,121.3,276,1.40,1.61,3.500,12837,,29-Sep-17,FM7,FM7,,,FM7,,,,,,,,,,1,XBO,0
FALSE,2017 Toyota #18 Joe Gibbs Racing Snickers Camry,#18 Toyota Gibbs,,2017,Toyota,#18 Joe Gibbs Racing Snickers Camry,,,,,,,,NASCAR,Livery,R,833,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,315,,,825,none,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,11.250,205.0,121.3,276,1.40,1.61,3.500,12838,,29-Sep-17,FM7,FM7,,,FM7,,,,,,,,,,1,XBO,0
FALSE,2016 Toyota #11 Joe Gibbs Racing FedEx Express Camry,#11 FedEx Camry,,2016,Toyota,#11 Joe Gibbs Racing FedEx Express Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12474,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #18 Joe Gibbs Racing Interstate Batteries Camry,#18 Gibbs Camry,,2016,Toyota,#18 Joe Gibbs Racing Interstate Batteries Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12475,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #19 Joe Gibbs Racing ARRIS Camry,#19 ARRIS Camry,,2016,Toyota,#19 Joe Gibbs Racing ARRIS Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12476,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #19 Joe Gibbs Racing STANLEY Camry,#19 Gibbs Camry,,2016,Toyota,#19 Joe Gibbs Racing STANLEY Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12477,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #19 Joe Gibbs Racing Subway Camry,#19 Subway Camry,,2016,Toyota,#19 Joe Gibbs Racing Subway Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12478,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #20 Joe Gibbs Racing DEWALT Camry,#20 DEWALT Camry,,2016,Toyota,#20 Joe Gibbs Racing DEWALT Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12479,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota #20 Joe Gibbs Racing Dollar General Camry,#20 Dollar Camry,,2016,Toyota,#20 Joe Gibbs Racing Dollar General Camry,,,,,,,,NASCAR,Livery,,,7.7,6.9,8.7,,6.8,,725,450,3300,4.55,53,,NA,V,8,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,4.000,7.500,,204.9,101.3,245.9,1.40,1.61,3.500,12480,,17-May-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Toyota Land Cruiser Arctic Trucks AT37,Toyota AT37,2743,2016,Toyota,Land Cruiser Arctic Trucks AT37,Seasonal,Series 3 cu,,,"250,000",Rare,,Pickups & 4x4s,Factory,D,404,4.1,3.8,2.5,2.2,2.7,9.5,161,253,4993,31.01,50,2982,T,Inline,4,F,AWD,315/80R17,315/80R17,no,Rally lights / bars,"415, 475d, 300, 805, 552, 850",none,eng,Asia,Japan,,,5,L,4,,"DvG, WW, HH",13.135,47.427,17.717,110.6,163.6,411.0,0.84,0.83,34.292,12850,13-Jan-22,07-Nov-17,FH5,FM7,cu,FH4,DLC,,,,,,,,,,3,XBO,1
FALSE,2014 Toyota #11 Handy Motorsport Avensis,#11 Avensis,,2014,Toyota,#11 Handy Motorsport Avensis,,,,,,,,Global Touring Cars,Race,,,5.8,6.6,8.0,,6.4,,329,285,2425,7.37,56,,T,Inline,4,F,FWD,,,,,,,no,Asia,Japan,,,4,R,4,,,4.000,9.600,,157.5,89.2,226.3,1.37,1.52,5.600,12391,,15-Sep-15,FM6,FM6,,,,,FM6,,,,,,,,1,XBO,0
FALSE,2014 Toyota #12 Rebellion Racing R-One,#12 R-One,,2014,Toyota,#12 Rebellion Racing R-One,,,,,,,,Endurance Prototypes,Race,,,7.2,8.7,9.3,,8.6,,525,310,1874,3.57,45,,NA,V,8,M,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,2.800,5.300,,192.9,77.5,181.2,1.68,2.38,2.500,12404,,05-Oct-15,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2014 Toyota #20 United Autosports Avensis,#20 Avensis,,2014,Toyota,#20 United Autosports Avensis,,,,,,,,Global Touring Cars,Livery,,,5.8,6.6,8.0,,6.4,,329,285,2425,7.37,56,,T,Inline,4,F,FWD,,,,,,,no,Asia,Japan,,,4,R,4,,,4.000,9.600,,157.5,89.2,226.3,1.37,1.52,5.600,12392,,15-Sep-15,FM6,FM6,,,,,FM6,,,,,,,,1,XBO,0
FALSE,2014 Toyota #8 Toyota Racing TS040 HYBRID,#8 TS040 Hybrid,,2014,Toyota,#8 Toyota Racing TS040 HYBRID,,,,,,,,Endurance Prototypes,Race,,,7.6,8.5,10.0,,8.5,,784,737,2033,2.59,45,,NA,V,8,M,AWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,3.000,5.000,,206.4,78.3,184.1,1.65,2.29,2.000,12427,,05-Jan-16,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2014 Toyota #80 Speedworks Motorsport Avensis,#80 Avensis,,2014,Toyota,#80 Speedworks Motorsport Avensis,,,,,,,,Global Touring Cars,Livery,,,5.8,6.6,8.0,,6.4,,329,285,2425,7.37,56,,T,Inline,4,F,FWD,,,,,,,no,Asia,Japan,,,4,R,4,,,4.000,9.600,,157.5,89.2,226.3,1.37,1.52,5.600,12393,,15-Sep-15,FM6,FM6,,,,,FM6,,,,,,,,1,XBO,0
FALSE,2013 Toyota 86,Toyota GT86,2007,2013,Toyota,86,"Autoshow, WS",,,,"28,800",Rare,,Modern Sports Cars,Factory,C,579,5.5,5.2,4.2,3.6,3.2,4.8,197,151,2734,13.88,55,1998,NA,Flat,4,F,RWD,215/45R17,215/45R17,Both,"Aftermarket, WB","321, 278, 415, 330, 493(34k), 805, 562","T, CS",stock,Asia,Japan,,,2,R,4,,,6.300,16.383,,147.6,148.0,364.6,0.91,0.90,10.083,12080,05-Nov-21,22-Nov-13,FH5,FM5,FH5,cu,,FH3,FM6,FH2,FM5,,,,,,6,XBO,1
FALSE,2012 Toyota FJ Cruiser,,,2012,Toyota,FJ Cruiser,,,,,,,,SUV,Factory,D,217,,,,,,,260,271,4332,16.66,,3956,NA,V,6,F,AWD,,,,,,,,Asia,Japan,,,3,L,4,,,,,,,,,,,,12004,,05-Feb-13,FH1,FH1,,,,,,,,DLC,,,,,1,360,0
FALSE,2011 Toyota Aygo,,,2011,Toyota,Aygo,,,,,,,,City,Factory,F,100,,,,,,,68,69,1896,27.88,,,,,3,F,FWD,,,,,,,,Asia,Japan,,,5,R,4,,,13.700,,,98.5,,,,,,11818,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2011 Toyota Prius,,,2011,Toyota,Prius,,,,,,,,Economy,Factory,F,197,,,,,,,134,169,3042,22.70,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,4LB,L,4,,,9.984,,,131.0,,,,,,11820,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2008 Toyota Yaris S,,,2008,Toyota,Yaris S,,,,,,,,,Factory,,,,,,,,,106,103,2295,21.65,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,3,L,4,,,10.400,,,129.1,,,,,-10.400,11579,,27-Oct-09,FH3,FM3,,,,HP,,,,,FM4,FM3,,,3,360,0
FALSE,2007 Toyota Hilux Arctic Trucks AT38,Toyota AT38,2656,2007,Toyota,Hilux Arctic Trucks AT38,"Backstage, Seasonal",Series 3 cu,,,"250,000",Rare,,Pickups & 4x4s,Factory,D,457,4.0,4.1,2.7,2.6,2.9,9.4,169,265,4740,28.05,50,2982,T,Inline,4,F,AWD,405/70R15,405/70R15,no,Bed,"415, 475d, 300, 805, 552, 850",none,eng,Asia,Japan,,,4,R,4,,"DvG, WW, HH",11.575,43.416,17.567,110.2,162.5,401.6,0.90,0.89,31.841,12682,20-Jan-22,09-May-17,FH5,FH3,cu,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2006 Toyota #25 Eclipse Advan Supra,,,2006,Toyota,#25 Eclipse Advan Supra,,,,,,,,SGT500,Livery,R2,817,,,,,,,480,,2425,5.05,,,,,,F,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,,,,,,,,,,11364,,29-May-07,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2005 Toyota #36 Open Interface Tom's Supra,,,2005,Toyota,#36 Open Interface Tom's Supra,,,,,,,,SGT500,Livery,R2,817,,,,,,,493,,2425,4.92,,,,,,F,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,,,,,,,,,,11365,,29-May-07,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2005 Toyota #6 EXXON Superflo Supra,,,2005,Toyota,#6 EXXON Superflo Supra,,,,,,,,SGT500,Race,R2,855,,,,,,,468,357,2425,5.18,,,,,8,F,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,3.500,,,182.4,,,,,,11366,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
