"","Year Make Model","Nickname","Ordinal","Votes","Topic","Tags","Link","Year","Make","Model","Special Access","DLC Pack","Car Type","Spec","Class","PI","Aspiration","Engine","Cylinders","Eng","Drive","Region","Country","Model Family","Open Top","Doors","Steering","Wheels","FH5 Debut","Forza Debut","New to Forza","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","FM2","FM1","# Titles",""
"FALSE","","Pagani Zonda R","","","","","","2010","Pagani","Zonda R","Autoshow, WS","","Extreme Track Toys","Race","S2","959","NA","V","12","M","RWD","Europe","Italy","","","2","L","4","05-Nov-21","12-Jan-10","FM3","FH5","FH4","FM7","DLC","","","","FH1","FM4","DLC","","","7",""
"FALSE","","","","","","","","2009","Audi","R8 LMS","","","GT3","Race","R3","744","","","10","M","RWD","Europe","Germany","","","2","L","4","","12-Jan-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","BMW M6 '10","","","","","","2010","BMW","M6 Coupe","","","Sport Luxury","Factory","B","592","NA","V","10","F","RWD","Europe","Germany","","","2","L","4","","12-Jan-10","FM3","","","FM7","","","","","","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Chevrolet","Corvette Grand Sport","","","Sports","Factory","A","561","","","8","F","RWD","N. America","U.S.","","","2","L","4","","12-Jan-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Ford","Shelby GT500","","","Modern Muscle","Factory","?","","","","8","F","RWD","N. America","U.S.","","","2","L","4","","12-Jan-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Porsche","Boxster S","","","Roadster","Factory","A","506","","","6","M","RWD","Europe","Germany","","","2","L","4","","12-Jan-10","FM3","","","","","","","","","DLC","DLC","","","2",""
"FALSE","","Saleen S5S","","","","","","2010","Saleen","S5S Raptor","DLC Exclusive","","Modern Super Cars","Factory","S1","873","PDS","V","8","M","RWD","N. America","U.S.","","","2","L","4","","12-Jan-10","FM3","","DLC","","","","","","Uni","FM4","DLC","","","4",""
"FALSE","","Ferrari 458","","","","","","2009","Ferrari","458 Italia","Autoshow, WS","","Modern Supercars","Factory","S1","823","NA","V","8","M","RWD","Europe","Italy","Ferrari V8","","2","L","4","05-Nov-21","08-Dec-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","DLC","FM4","DLC","","","10",""
"FALSE","","Lambo Murcielago","","","","","","2010","Lamborghini","Murcielago LP 670-4 SV","WS, Seasonal","","Modern Supercars","Factory","S1","818","NA","V","12","M","AWD","Europe","Italy","","","2","L","4","05-Nov-21","08-Dec-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","","","","","","","2009","Aston Martin","#007 Aston Martin Lola","","","P1 Racing","Race","R1","989","NA","V","12","F","RWD","Europe","U.K.","","","2","L","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Audi","S4","","","Sedan","Factory","A","509","","","6","F","AWD","Europe","Germany","","","4","L","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2009","Audi","#2 Audi Sport Team Joest R15 TDI","","","P1 Racing","Race","R1","995","","","10","M","RWD","Europe","Germany","","Yes","2","L","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Jaguar","XFR","","","Sedan","Factory","A","501","","","8","F","RWD","Europe","U.K.","","","2","L","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2009","Mercedes-Benz","SLR Stirling Moss","","","Roadster","Factory","S","636","","","8","F","RWD","Europe","Germany","","Yes","2","L","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Nissan","GT-R SPECV","","","Super","Factory","S","663","","","6","F","AWD","Asia","Japan","","","2","R","4","","08-Dec-09","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Porsche","Panamera Turbo","","","Sedan","Factory","A","560","","","8","F","AWD","Europe","Germany","","","","L","4","","08-Dec-09","FM3","","","","","","","","","DLC","DLC","","","2",""
"FALSE","","","","","","","","2010","Hyundai","Forza 3 Genesis Coup","","","Coupe","Upgraded","R2","856","","","","F","RWD","Asia","Korea","","","","L","4","","17-Nov-09","FM3","","","","","","","","","","cu","","","1",""
"FALSE","","","","","","","","2010","Hyundai","HKS Genesis Coupe ","","","Coupe","Tuner","B","497","","","4","F","RWD","Asia","Korea","","","","L","4","","17-Nov-09","FM3","","","","","","","","","","cu","","","1",""
"FALSE","","","","","","","","2010","Hyundai","Rhys Millen Racing Genesis Coupe","","","Super","Race","S","670","","","6","F","RWD","Asia","Korea","","","2","L","4","","17-Nov-09","FM3","","","","","","","","","FM4","cu","","","2",""
"FALSE","","AM DB5","","","","","","1964","Aston Martin","DB5","Autoshow, WS","","Rare Classics","Factory","C","548","NA","Inline","6","F","RWD","Europe","U.K.","","","2","R","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","BMW M5 '09","","","","","","2009","BMW","M5","Autoshow, WS","","Super Saloons","Factory","A","719","NA","V","10","F","RWD","Europe","Germany","M5","","4","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","","","","","","FM4","FM3","","","5",""
"FALSE","","BMW Z4 '08","","","","","","2008","BMW","Z4 M Coupe","Autoshow, WS","","Modern Sports Cars","Factory","B","694","NA","Inline","6","F","RWD","Europe","Germany","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","cu","","","","","","FM4","FM3","","","5",""
"FALSE","","BMW M1","","","","","","1981","BMW","M1","Autoshow, WS","","Retro Supercars","Factory","B","629","NA","Inline","6","M","RWD","Europe","Germany","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Corvette '09","","","","","","2009","Chevrolet","Corvette ZR1","Autoshow, WS","","Modern Muscle","Factory","S1","809","PDS","V","8","F","RWD","N. America","U.S.","Corvette","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Chevy Camaro '79","","","","","","1979","Chevrolet","Camaro Z28","Autoshow, WS","","Classic Muscle","Factory","D","466","NA","V","8","F","RWD","N. America","U.S.","Camaro","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","HTF","FM7","FH3","FM6","FH2","DLC","","FM4","FM3","","","9",""
"FALSE","","Corvette '60","","","","","","1960","Chevrolet","Corvette","Car Collection","","Classic Sports Cars","Factory","C","541","NA","V","8","F","RWD","N. America","U.S.","Corvette","Yes","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","FM4","DLC","","","9",""
"FALSE","","Datsun 510","","","","","","1970","Datsun","510","Autoshow, WS","","Cult Cars","Factory","D","264","NA","Inline","4","F","RWD","Asia","Japan","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","DLC","FM4","FM3","","","10",""
"FALSE","","Dodge Viper '08","","","","","","2008","Dodge","Viper SRT10 ACR","Autoshow, WS","","Track Toys","Factory","S1","844","NA","V","10","F","RWD","N. America","U.S.","Viper","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","","FM5","","FM4","FM3","","","8",""
"FALSE","","Charger Daytona","","","","","","1969","Dodge","Charger Daytona HEMI","Car Mastery, Seasonal","","Classic Muscle","Factory","C","595","NA","V","8","F","RWD","N. America","U.S.","Charger","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","DLC","","","FM4","DLC","","","8",""
"FALSE","","Ferrari 250 TR","","","","","","1957","Ferrari","250 Testa Rossa","Autoshow, WS","","Classic Racers","Race","B","691","NA","V","12","F","RWD","Europe","Italy","","Yes","2","R","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Ford Focus '09","","","","","","2009","Ford","Focus RS","Autoshow, WS","","Super Hot Hatch","Factory","B","660","T","Inline","5","F","AWD","N. America","U.S.","Focus","","3","R","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","FM4","FM3","","","9",""
"FALSE","","Ford Mustang '93","","","","","","1993","Ford","SVT Cobra R","Autoshow, WS","","Retro Muscle","Factory","C","539","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","HTF","FM7","FH3","FM6","FH2","FM5","","FM4","FM3","","","9",""
"FALSE","","Ford RS200","","","","","","1985","Ford","RS200 Evolution","Autoshow, WS","","Rally Monsters","Factory","S1","808","T","Inline","4","M","AWD","N. America","U.S.","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","HTF","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","","","10",""
"FALSE","","Lambo Reventon","","","","","","2008","Lamborghini","Reventon","Car Collection","","Modern Supercars","Factory","S1","817","NA","V","12","M","AWD","Europe","Italy","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","","DLC","","FM4","FM3","","","8",""
"FALSE","","Mazda MX-5 '94","","","","","","1994","Mazda","MX-5 Miata","Autoshow, WS","","Retro Sports Cars","Factory","D","445","NA","Inline","4","F","RWD","Asia","Japan","Miata","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","","","10",""
"FALSE","","McLaren F1 GT","","","","","","1997","McLaren","F1 GT","Autoshow, WS","","Retro Supercars","Race","S1","866","NA","V","12","M","RWD","Europe","U.K.","","","2","C","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","DLC","DLC","","FH1","FM4","FM3","","","9",""
"FALSE","","Mini JCW '09","","","","","","2009","MINI","John Cooper Works","Autoshow, WS","","Hot Hatch","Factory","C","598","T","Inline","4","F","FWD","Europe","U.K.","","","3","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","HP","FM6","","FM5","","FM4","FM3","","","8",""
"FALSE","","Nissan 370Z","","","","","","2010","Nissan","370Z","Autoshow, WS","","Modern Sports Cars","Factory","B","688","NA","V","6","F","RWD","Asia","Japan","Fairlady","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","DLC","FM4","FM3","","","10",""
"FALSE","","Nissan GT-R '97","","","","","","1997","Nissan","Skyline GT-R V-Spec","Autoshow, WS","","Retro Sports Cars","Factory","B","635","TT","Inline","6","F","AWD","Asia","Japan","Skyline","","2","R","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","","FM5","","FM4","FM3","","","8",""
"FALSE","","Nissan GT-R '71","","","","","","1971","Nissan","Skyline 2000GT-R","Autoshow, WS","","Classic Sports Cars","Factory","D","493","NA","Inline","6","F","RWD","Asia","Japan","Skyline","","2","R","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Pontiac T/A '87","","","","","","1987","Pontiac","Firebird Trans Am GTA","Autoshow, WS","","Retro Muscle","Factory","D","485","NA","V","8","F","RWD","N. America","U.S.","Firebird","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","FM4","FM3","","","9",""
"FALSE","","Shelby Daytona","","","","","","1965","Shelby","Cobra Daytona Coupe","Autoshow, WS","","Classic Racers","Race","B","637","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Subaru WRX '08","","","","","","2008","SUBARU","Impreza WRX STI","Autoshow, WS","","Modern Rally","Factory","B","649","T","Flat","4","F","AWD","Asia","Japan","Impreza","","4","L","4","05-Nov-21","27-Oct-09","FM3","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","FM4","FM3","","","9",""
"FALSE","","Toyota Celica '94","","","","","","1994","Toyota","Celica GT-Four ST205","Accolade, WS","","Retro Rally","Factory","C","590","T","Inline","4","F","AWD","Asia","Japan","Celica","","2","R","4","05-Nov-21","27-Oct-09","FM3","FH5","cu","","FH3","FM6","FH2","FM5","","FM4","FM3","","","8",""
"FALSE","","Fiat Abarth 500","","","","","","2010","Abarth","500 esseesse","","","Hot Hatch","Factory","C","563","T","Inline","4","F","FWD","Europe","Italy","","","3","L","4","","27-Oct-09","FM3","","","","FH3","FM6","FH2","FM5","FH1","FM4","FM3","","","7",""
"FALSE","","","","","","","","2009","Acura","#66 de Ferran Motorsports ARX-02a","","","P1 Racing","Race","R1","990","","","8","M","RWD","N. America","U.S.","","Yes","2","R","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Acura","#15 Lowe's Fernandez ARX-01b","","","P2","Race","R1","954","","","8","M","RWD","N. America","U.S.","","Yes","2","R","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Acura","#26 Andretti-Green Racing ARX-01b","","","P2","Livery","R1","954","","","8","M","RWD","N. America","U.S.","","Yes","2","R","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Acura","#66 de Ferran Motorsports ARX-01b","","","P2","Livery","R1","954","","","8","M","RWD","N. America","U.S.","","Yes","2","R","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2005","Acura","Forza Motorsport NSX","DLC promo","","Coupe","Upgraded","R3","711","","","6","M","RWD","N. America","U.S.","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","Alfa Romeo","Brera Italia Independent","","","Hatch","Factory","D","347","","V","6","F","AWD","Europe","Italy","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Alfa Romeo","MiTo","","","Hatch","Factory","D","292","","Inline","4","F","FWD","Europe","Italy","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Aston Martin","#008 Bell Motorsports DBR9","","","GT1","Livery","R2","826","","","12","F","RWD","Europe","England","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","","FM3","","","1",""
"FALSE","","","","","","","","2008","Aston Martin","#009 Aston Martin Racing DBR9","","","GT1","Livery","R2","825","","","12","F","RWD","Europe","U.K.","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","#07 AM DBR9","","","","","","2006","Aston Martin","#007 Aston Martin Racing DBR9","","","Forza GT","Race","R","881","NA","V","12","F","RWD","Europe","U.K.","","","2","L","4","","27-Oct-09","FM3","","","FM7","","FM6","","FM5","","FM4","FM3","","","5",""
"FALSE","","","","","","","","2005","Aston Martin","Forza Motorsport DB9 Coupe","DLC promo","","Coupe","Upgraded","S","661","","","12","F","RWD","Europe","England","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2010","Audi","R8 5.2 Community Edition","DLC promo","","","Livery","","","","","","","","Europe","Germany","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2010","Audi","R8 5.2 FSI Quattro","","","Modern GT","Factory","A","656","NA","V","10","M","AWD","Europe","Germany","","","2","L","4","","27-Oct-09","FM3","","","","","","","FM5","","FM4","FM3","","","3",""
"FALSE","","Audi Q7","","","","","","2009","Audi","Q7 V12 TDI","","","Modern SUV","Factory","C","425","TT","V","12","F","AWD","Europe","Germany","","","5","L","4","","27-Oct-09","FM3","","","FM7","","","","","","FM4","FM3","","","3",""
"FALSE","","","","","","","","2008","Audi","#2 Audi Sport North America R10 TDI","","","P1 Racing","Race","R1","991","","","12","M","RWD","Europe","Germany","","Yes","2","L","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2008","Audi","A4 Touring Car","","","GT","Race","R2","814","","","8","F","RWD","Europe","Germany","","","4","L","4","","27-Oct-09","FM3","","","","","","","","","","FM3","","","1",""
"FALSE","","#92 BMW M3 GT2","","","","","","2009","BMW","#92 Rahal Letterman Racing M3 GT2","","","Forza GT","Race","R","827","NA","V","8","F","RWD","Europe","Germany","M3","","2","L","4","","27-Oct-09","FM3","","","FM7","","FM6","","FM5","","FM4","FM3","","","5",""
"FALSE","","","","","","","","2009","BMW","135i Coupe","","","Sports","Factory","B","454","","","6","F","RWD","Europe","Germany","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","FM4","FM3","","","2",""
"FALSE","","","","","","","","2009","BMW","GAME M3 E92","DLC promo","","","Livery","","","","","","","","Europe","Germany","","","2","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","BMW","Gamestop M5 E60","DLC promo","","","Livery","","","","","","","","Europe","Germany","","","5","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","BMW","Micromania M5 E60","DLC promo","","","Livery","","","","","","","","Europe","Germany","","","5","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","BMW","Walmart M5 E60","DLC promo","","","Livery","","","","","","","","Europe","Germany","","","5","L","4","","27-Oct-09","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","BMW","X5 xDrive48i","","","SUV","Factory","F","184","","","","F","AWD","Europe","Germany","","","5","L","4","","27-Oct-09","FM3","","","","","","","","","","FM3","","","1",""
